Material,a,b,Stability,Composition,Li,Be,Na,Mg,Al,Si,P,S,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Pr,Nd,Pm,Eu,Gd,Tb,Dy,Ho,Er,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Ac,Pa,avg_s_ve,avg_p_ve,avg_d_ve,avg_f_ve,frac_s_ve,frac_p_ve,frac_d_ve,frac_f_ve,MolWeight
TaNbRe2,4.523,4.523,stable,Ta1 Nb1 Re2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,10.5,0.106060606,0,0.257575758,0.636363636,646.26828
TaNbTc2,4.498,4.498,stable,Ta1 Nb1 Tc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,3.5,0.184210526,0,0.447368421,0.368421053,469.85428
TaSnRu2,4.501,4.501,stable,Ta1 Sn1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,6.75,3.5,0.12244898,0.040816327,0.551020408,0.285714286,501.7979
TaTc2Ge,4.391,4.391,unstable,Ta1 Tc2 Ge1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,5.75,3.5,0.170212766,0.042553191,0.489361702,0.29787234,449.5879
TaTiMn2,4.259,4.259,stable,Ta1 Ti1 Mn2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.75,3.5,0.216216216,0,0.405405405,0.378378378,338.690998
TaTiOs2,4.43,4.43,stable,Ta1 Ti1 Os2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,4.25,10.5,0.119402985,0,0.253731343,0.626865672,609.2749
TaTiRe2,4.46,4.46,stable,Ta1 Ti1 Re2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,2,0,3.75,10.5,0.123076923,0,0.230769231,0.646153846,601.2289
TaTiRu2,4.408,4.408,stable,Ta1 Ti1 Ru2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,3.5,0.153846154,0,0.487179487,0.358974359,430.9549
TaTiTc2,4.436,4.436,stable,Ta1 Ti1 Tc2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.75,3.5,0.216216216,0,0.405405405,0.378378378,424.8149
TaZnCo2,4.155,4.155,stable,Ta1 Zn1 Co2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.75,3.5,0.163265306,0,0.551020408,0.285714286,364.2233
TaZnRh2,4.359,4.359,stable,Ta1 Zn1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,7.25,3.5,0.12244898,0,0.591836735,0.285714286,452.1679
Ti2AlMo,4.482,4.482,stable,Ti2 Al1 Mo1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.25,2.25,0,0.411764706,0.058823529,0.529411765,0,218.655538
Ti2AlTc,4.429,4.429,stable,Ti2 Al1 Tc1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,2.25,0,0.444444444,0.055555556,0.5,0,220.715538
Ti2AlW,4.483,4.483,stable,Ti2 Al1 W1,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,2,0.25,2,3.5,0.258064516,0.032258065,0.258064516,0.451612903,306.555538
Ti2CoIr,4.322,4.322,stable,Ti2 Co1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.5,3.5,0.2,0,0.45,0.35,346.8842
Ti2CoMo,4.314,4.314,stable,Ti2 Co1 Mo1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4,0,0.304347826,0,0.695652174,0,250.6072
Ti2CoOs,4.309,4.309,stable,Ti2 Co1 Os1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,4.25,3.5,0.205128205,0,0.435897436,0.358974359,344.8972
Ti2CoTc,4.288,4.288,stable,Ti2 Co1 Tc1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0.333333333,0,0.666666667,0,252.6672
Ti2CrIr,4.343,4.343,stable,Ti2 Cr1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0,4,3.5,0.189189189,0,0.432432432,0.378378378,339.9471
Ti2CuRe,4.361,4.361,stable,Ti2 Cu1 Re1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.75,0,4.75,3.5,0.175,0,0.475,0.35,345.487
Ti2FeIr,4.321,4.321,stable,Ti2 Fe1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.25,3.5,0.205128205,0,0.435897436,0.358974359,343.796
Ti2FeOs,4.276,4.276,stable,Ti2 Fe1 Os1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,4,3.5,0.210526316,0,0.421052632,0.368421053,341.809
Ti2IrW,4.413,4.413,stable,Ti2 Ir1 W1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,2,0,3.75,7,0.156862745,0,0.294117647,0.549019608,471.791
Ti2MnCo,4.18,4.18,stable,Ti2 Mn1 Co1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0.333333333,0,0.666666667,0,209.605249
Ti2MnIr,4.291,4.291,stable,Ti2 Mn1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4,3.5,0.210526316,0,0.421052632,0.368421053,342.889049
Ti2MnNi,4.208,4.208,stable,Ti2 Mn1 Ni1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.25,0,0.32,0,0.68,0,209.365449
Ti2MnOs,4.312,4.312,stable,Ti2 Mn1 Os1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,3.75,3.5,0.216216216,0,0.405405405,0.378378378,340.902049
Ti2MnRh,4.28,4.28,stable,Ti2 Mn1 Rh1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,0,0.291666667,0,0.708333333,0,253.577549
Ti2MnRu,4.304,4.304,stable,Ti2 Mn1 Ru1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4,0,0.304347826,0,0.695652174,0,251.742049
Ti2MoOs,4.403,4.403,stable,Ti2 Mo1 Os1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.75,0,3.75,3.5,0.194444444,0,0.416666667,0.388888889,381.904
Ti2MoPd,4.437,4.437,stable,Ti2 Mo1 Pd1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,4.75,0,0.208333333,0,0.791666667,0,298.094
Ti2MoPt,4.428,4.428,stable,Ti2 Mo1 Pt1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.5,0,4.5,3.5,0.157894737,0,0.473684211,0.368421053,386.752
Ti2NiIr,4.315,4.315,stable,Ti2 Ni1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.75,3.5,0.195121951,0,0.463414634,0.341463415,346.6444
Ti2NiMo,4.335,4.335,stable,Ti2 Ni1 Mo1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,0,0.291666667,0,0.708333333,0,250.3674
Ti2OsRu,4.352,4.352,stable,Ti2 Os1 Ru1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.75,0,4.25,3.5,0.184210526,0,0.447368421,0.368421053,387.034
Ti2ReIr,4.381,4.381,stable,Ti2 Re1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,2,0,4,7,0.153846154,0,0.307692308,0.538461538,474.158
Ti2ReNi,4.322,4.322,stable,Ti2 Re1 Ni1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2,0,4.25,3.5,0.205128205,0,0.435897436,0.358974359,340.6344
Ti2RePd,4.414,4.414,stable,Ti2 Re1 Pd1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,3.5,0.153846154,0,0.487179487,0.358974359,388.361
Ti2TcIr,4.368,4.368,stable,Ti2 Tc1 Ir1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4,3.5,0.210526316,0,0.421052632,0.368421053,385.951
Ti2TcNi,4.3,4.3,stable,Ti2 Tc1 Ni1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.25,0,0.32,0,0.68,0,252.4274
Ti2TcOs,4.367,4.367,stable,Ti2 Tc1 Os1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,3.75,3.5,0.216216216,0,0.405405405,0.378378378,383.964
Ti2TcPd,4.404,4.404,stable,Ti2 Tc1 Pd1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,0,0.24,0,0.76,0,300.154
Ti2TcPt,4.402,4.402,stable,Ti2 Tc1 Pt1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.75,0,4.5,3.5,0.179487179,0,0.461538462,0.358974359,388.812
Ti2TcRh,4.363,4.363,stable,Ti2 Tc1 Rh1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,0,0.291666667,0,0.708333333,0,296.6395
Ti2TcRu,4.355,4.355,stable,Ti2 Tc1 Ru1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4,0,0.304347826,0,0.695652174,0,294.804
Ti2ZnRe,4.408,4.408,stable,Ti2 Zn1 Re1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2,0,4.75,3.5,0.195121951,0,0.463414634,0.341463415,347.35
Ti2ZnTc,4.4,4.4,stable,Ti2 Zn1 Tc1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.75,0,0.296296296,0,0.703703704,0,259.143
TiAlCo2,4.1,4.1,stable,Ti1 Al1 Co2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,4,0,0.32,0.04,0.64,0,192.714938
TiAlCu2,4.228,4.228,stable,Ti1 Al1 Cu2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,5.5,0,0.206896552,0.034482759,0.75862069,0,201.940538
TiAlFe2,4.095,4.095,stable,Ti1 Al1 Fe2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,3.5,0,0.347826087,0.043478261,0.608695652,0,186.538538
TiAlNi2,4.133,4.133,stable,Ti1 Al1 Ni2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,4.5,0,0.296296296,0.037037037,0.666666667,0,192.235338
TiAlOs2,4.307,4.307,stable,Ti1 Al1 Os2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0.25,3.5,7,0.156862745,0.019607843,0.274509804,0.549019608,455.308538
TiAlPd2,4.394,4.394,stable,Ti1 Al1 Pd2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,5.5,0,0.148148148,0.037037037,0.814814815,0,287.688538
TiAlRh2,4.3,4.3,stable,Ti1 Al1 Rh2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,4.5,0,0.24,0.04,0.72,0,280.659538
TiAlRu2,4.284,4.284,stable,Ti1 Al1 Ru2,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,4,0,0.260869565,0.043478261,0.695652174,0,276.988538
TiCo2Ge,4.105,4.105,stable,Ti1 Co2 Ge1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6.5,0,0.222222222,0.055555556,0.722222222,0,238.3734
TiCo2Si,4.042,4.042,stable,Ti1 Co2 Si1,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,4,0,0.307692308,0.076923077,0.615384615,0,193.8189
TiCo2Sn,4.286,4.286,stable,Ti1 Co2 Sn1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6.5,0,0.222222222,0.055555556,0.722222222,0,284.4434
TiCrTc2,4.272,4.272,stable,Ti1 Cr1 Tc2,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,0,0.291666667,0,0.708333333,0,295.8631
TiFe2Si,3.993,3.993,stable,Ti1 Fe2 Si1,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,3.5,0,0.333333333,0.083333333,0.583333333,0,187.6425
TiFe2Sn,4.238,4.238,stable,Ti1 Fe2 Sn1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6,0,0.235294118,0.058823529,0.705882353,0,278.267
TiGaCo2,4.096,4.096,stable,Ti1 Ga1 Co2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6.5,0,0.228571429,0.028571429,0.742857143,0,235.4564
TiGaCu2,4.217,4.217,stable,Ti1 Ga1 Cu2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,8,0,0.153846154,0.025641026,0.820512821,0,244.682
TiGaNi2,4.124,4.124,stable,Ti1 Ga1 Ni2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,7,0,0.216216216,0.027027027,0.756756757,0,234.9768
TiGaPd2,4.392,4.392,unstable,Ti1 Ga1 Pd2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,8,0,0.108108108,0.027027027,0.864864865,0,330.43
TiGaRh2,4.303,4.303,stable,Ti1 Ga1 Rh2,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,7,0,0.171428571,0.028571429,0.8,0,323.401
